Foreign Id,Primary Tag Id
46,0000014b-a9eb-de67-a74f-b9fb7aeb0000
353,0000014b-a9eb-de67-a74f-b9fb7ad10001
106,0000014b-a9eb-de67-a74f-b9fb7af60000
131,0000014b-a9eb-de67-a74f-b9fb7ad70000
372,0000014b-a9eb-de67-a74f-b9fb7aef0001
357,0000014c-041c-dff0-a15f-5d3c2c7d0000
154,0000014b-a9eb-de67-a74f-b9fb7af70001
350,0000014b-a9eb-de67-a74f-b9fb7ad20000
176,0000014b-cca5-dc68-a14b-dded3f540000
198,0000014b-a9eb-de67-a74f-b9fb7add0000
367,0000014b-a9eb-de67-a74f-b9fb7af00001
369,0000014b-a9eb-de67-a74f-b9fb7ae50001
251,0000014b-a9eb-de67-a74f-b9fb7adc0000
262,0000014b-a9eb-de67-a74f-b9fb7af10000
267,0000014b-a9eb-de67-a74f-b9fb7ad40000
292,0000014b-a9eb-de67-a74f-b9fb7a9e0001
347,0000014b-a9eb-de67-a74f-b9fb7af20001
326,0000014b-a9eb-de67-a74f-b9fb7af60001
336,0000014b-a9eb-de67-a74f-b9fb7a770000
339,0000014b-a9eb-de67-a74f-b9fb7aef0001
351,0000014b-a9eb-de67-a74f-b9fb7ad80000
341,0000014b-a9eb-de67-a74f-b9fb7ab70000
406,0000014b-a9eb-de67-a74f-b9fb7af00001
407,0000014b-a9eb-de67-a74f-b9fb7af50000
408,0000014b-a9eb-de67-a74f-b9fb7af40000
409,0000014b-a9eb-de67-a74f-b9fb7af40001
415,0000014b-a9eb-de67-a74f-b9fb7ae50001
417,0000014b-a9eb-de67-a74f-b9fb7ae50001
428,0000014c-4c25-d0b2-a3cf-4daff1300000
456,0000014c-9fa5-da0b-a96c-bfb5f1120000
469,0000014c-4819-d0b2-a3cf-49bb50c00000
488,0000014b-c1b2-dc68-a14b-d9fba9720000
489,0000014b-c184-dc68-a14b-d9ed848d0000
490,0000014b-c190-dc68-a14b-d9f90b650000
491,0000014b-c195-dc68-a14b-d9fd2aaf0000
492,0000014b-c192-d69a-adfb-cdd6f6f20000
493,0000014b-c18e-dc68-a14b-d9ef8b8a0000
494,0000014b-c190-dc68-a14b-d9f9d8640000
495,0000014b-c192-dc68-a14b-d9fb1c290000
496,0000014b-c1b3-dc68-a14b-d9fbe0b70000
497,0000014b-c193-dc68-a14b-d9fbca790000
498,0000014b-c18d-dc68-a14b-d9ed6c6d0000
499,0000014b-c191-dc68-a14b-d9f96a460000
805,00000147-f461-d2f9-a347-f46f8ae20000
358,0000014c-90ba-d076-a16c-b5bf14120000
608,0000014c-4928-d0b2-a3cf-49ab70c00000
638,0000014b-a9eb-de67-a74f-b9fb7ae50001
650,0000014b-a9eb-de67-a74f-b9fb7a770000
675,0000014b-a9eb-de67-a74f-b9fb7ab70000
790,0000014c-ec61-dc8f-ab4d-fce5537f0000
716,0000014b-a9eb-de67-a74f-b9fb7aeb0001
719,0000014b-a9eb-de67-a74f-b9fb7aef0001
732,0000014b-a9eb-de67-a74f-b9fb7ae50001
751,0000014b-a9eb-de67-a74f-b9fb7ae50001
800,0000014b-a9eb-de67-a74f-b9fb7a770000
801,0000014b-a9eb-de67-a74f-b9fb7ae50001
802,00000147-f435-d2f9-a347-f47f57970000
816,0000014c-9fa5-da0b-a96c-bfb5f1120000
817,0000014c-4928-d0b2-a3cf-49ab70c00000
818,0000014c-4928-d0b2-a3cf-49ab70c00000
819,0000014c-4819-d0b2-a3cf-49bb50c00000
926,0000014b-e6f1-de59-abfb-f7f99f500000
927,0000014c-9fa5-da0b-a96c-bfb5f1120000
928,0000014c-9fa5-da0b-a96c-bfb5f1120000
930,0000014c-5206-d0b2-a3cf-5bafd35a0000
931,0000014c-5206-d0b2-a3cf-5bafd35a0000
933,0000014c-4944-d0b2-a3cf-49ef5c410000
934,0000014c-4944-d0b2-a3cf-49ef5c410000
937,0000014c-9fa5-da0b-a96c-bfb5f1120000
1,00000148-129a-dd17-abec-12fa1c1e0000
2,00000147-fd58-d2f9-a347-fd5e45150000
4,00000147-fd71-d2f9-a347-fd7f60ab0000
7,00000148-0d15-d7ed-a1ef-bd9f5a7b0000
14,00000148-12d1-dd17-abec-12f929ae0000
15,00000148-12d2-dd17-abec-12fac4d10000
16,00000147-f461-d2f9-a347-f46f8ae20000
19,00000148-12d9-dd17-abec-12f9693c0000
39,00000148-12f2-dd17-abec-12fa21b70000
60,00000148-12db-dd17-abec-12fba32d0000
22,00000148-12e5-dd17-abec-12ed51010000
18,00000148-12a5-dd17-abec-12edd5550000
13,00000148-12c2-dd17-abec-12ea711c0000
673,00000147-f9b8-d2f9-a347-f9fe79820000
442,00000148-12ae-dd17-abec-12ee8c0a0000
470,00000147-ff49-d99f-a7c7-ff7db2420000
474,00000147-f99d-d2f9-a347-f9dffaa80000
547,00000147-f913-d2f9-a347-f95fbd710000
502,00000148-187d-de6d-ab4c-da7f45e70000
678,00000147-f447-d2f9-a347-f44fef360000
508,00000148-39df-d000-ab6f-7bdf358b0000
533,00000148-12bf-dd17-abec-12ffb6a00000
546,00000148-1305-dd17-abec-136df8280000
628,00000148-12a8-dd17-abec-12e8ba740000
584,00000147-f910-d2f9-a347-f95ec4b10000
585,00000147-f875-d2f9-a347-f87ff7650000
646,00000147-f92a-d2f9-a347-f96e16140000
762,00000148-12bc-dd17-abec-12fc6abb0000
657,00000148-8faf-d51f-a17f-bfff45d20000
663,00000147-f935-d2f9-a347-f97f277a0000
688,00000147-f41a-d2f9-a347-f45e03510000
715,00000148-12e3-dd17-abec-12eb06750000
707,00000147-f909-d2f9-a347-f94faae50000
711,00000147-f435-d2f9-a347-f47f57dd0000
780,00000148-1326-dd17-abec-136e8ca80000
731,00000147-f905-d2f9-a347-f94fec850000
742,00000147-f87b-d2f9-a347-f87f617d0000
745,00000147-f450-d2f9-a347-f45eeed80000
783,00000148-12c1-dd17-abec-12e938420000
808,00000148-12ab-dd17-abec-12eba3870000
811,00000148-12e0-dd17-abec-12e8325e0000
879,00000148-9e95-d51f-a17f-bfd5e52e0000
907,00000149-6919-d407-af69-799937df0002
929,0000014a-e105-d1d4-a54a-f5b5a3ab0000
916,0000014a-2ab1-d6fb-a77f-3ab502dc0000
917,0000014a-307b-d1d4-a54a-74fb05700000
925,0000014a-733f-d1d4-a54a-77bfea760000
943,0000014b-1398-d852-a94f-1f98b84d0002
944,00000148-188e-de6d-ab4c-daae84cc0000
946,00000148-188e-de6d-ab4c-daae84cc0000
973,0000014c-d6fc-da2f-a56e-f6ff72f70000
972,0000014c-b8ca-d983-a57d-fecf7c750000
953,0000014c-b8d0-d983-a57d-fedd00ad0000
964,0000014c-b8a5-d983-a57d-feed71130000
421,0000014c-5206-d0b2-a3cf-5bafd35a0000
822,0000014c-a128-da0b-a96c-a93d1f490000
804,0000014c-e2b2-df36-a3cc-eef74e4c0000
359,0000014c-91bb-d45b-a17d-bdff40cc0000
195,0000014c-91b7-d45b-a17d-bdff83e60000
362,0000014c-91b1-d45b-a17d-bdfd03bf0000
315,0000014c-91b8-d45b-a17d-bdfc32bc0000
318,0000014c-90bc-d076-a16c-b5bd851f0000
319,0000014c-91b2-d076-a16c-b5bfc9b80000
320,0000014c-91bd-d45b-a17d-bdfd2e840000
321,0000014c-9577-d45b-a17d-bdffbfe50000
322,0000014c-91ad-d076-a16c-b5bd78090000
329,0000014c-9b9f-da0b-a96c-bbbf2dd50000
356,0000014c-91b1-d076-a16c-b5bdd6ef0000
334,0000014c-91be-d45b-a17d-bdfeb5980000
337,0000014c-91b0-d45b-a17d-bdfc02740000
639,0000014c-91ba-d076-a16c-b5bf5d010000
379,0000014c-91b7-d45b-a17d-bdff83e60000
380,0000014c-91b7-d45b-a17d-bdff83e60000
381,0000014c-91b7-d45b-a17d-bdff83e60000
384,0000014c-91b8-d45b-a17d-bdfc32bc0000
385,0000014c-91b8-d45b-a17d-bdfc32bc0000
387,0000014c-90bc-d076-a16c-b5bd851f0000
389,0000014c-90bc-d076-a16c-b5bd851f0000
390,0000014c-90bc-d076-a16c-b5bd851f0000
391,0000014c-91b9-d076-a16c-b5bd5d3c0000
392,0000014c-91b9-d076-a16c-b5bd5d3c0000
545,0000014c-91b9-d076-a16c-b5bd5d3c0000
991,0000014c-ecb0-dc8f-ab4d-fcb4f0c20000
684,0000014d-0bec-ddc6-a5dd-1bfed75c0000
786,0000014d-1fac-d28b-a77d-ffed74c70000
999,0000014d-1feb-d645-af5f-5febf4110000
974,0000014d-2007-d645-af5f-70473d9c0000
629,0000014d-200b-d28b-a77d-f0ebe3b80000
945,0000014b-533b-d852-a94f-5f3b63ac0000
1001,0000014d-4e75-dbba-affd-4e77c8860000
1004,0000014d-4e4a-d733-abdd-6e4a7e770000
995,0000014c-dc4b-d388-ad6c-fddfa8820000
820,0000014c-4819-d0b2-a3cf-49bb50c00000
1009,0000014d-c535-d175-a9ff-f5b773830000
1014,0000014d-d8c5-d393-adff-dac7ba7e0000
1012,0000014d-db48-d175-a9ff-fbdb64cb0000
1015,0000014e-06d3-d610-a1ef-3ed3c4170000
1020,0000014c-b8c7-d3d7-a77c-faff2a0b0000
1016,0000014e-0bf5-d610-a1ef-3bf72b3f0000
402,00000147-f447-d2f9-a347-f44fe84b0000
394,00000147-f435-d2f9-a347-f47f5c950000
401,00000147-f435-d2f9-a347-f47f57970000
1023,0000014e-0bd5-d610-a1ef-3bd795100001
1022,0000014e-0bd3-d610-a1ef-3bd32b140000
560,0000014e-49ac-dfd2-adce-6fad0df70001
506,0000014e-49a9-dfd2-adce-6fa969400001
963,0000014e-49a0-d4c9-a3ce-d9a9b8d00000
1025,0000014e-0da2-d610-a1ef-3fe2e0c70000
1024,0000014c-5206-d0b2-a3cf-5bafd35a0000
